sample_id,file_name,split,session_id,conveyor_id,label_code,quality_status,source_path,checksum,review_status,model_use,notes,fault_type
SAMPLE-0001,test2026/test/anomaly_id_01_00000000.wav,,SESSION-0001,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000000.wav,a5c76c64ef5b8df6e532fa436a6671ea2f2ecce870805e7f337ca427ea8f4662,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0015,test2026/test/anomaly_id_01_00000014.wav,,SESSION-0015,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000014.wav,c2f4ef0cee61a70dd8fd723c2bbfe37ce378108b02bdb42b6df689d325606f5d,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0016,test2026/test/anomaly_id_01_00000015.wav,,SESSION-0016,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000015.wav,a9c8c680af626752df154da2823b3a257368fe6dc0dff26d678a1574ed7d6664,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0017,test2026/test/anomaly_id_01_00000016.wav,,SESSION-0017,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000016.wav,c4ab2b9ab886f30d2755b9de52737a1a24782d32ed9ade89df7ea501f12f2149,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0018,test2026/test/anomaly_id_01_00000017.wav,,SESSION-0018,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000017.wav,6b3a0c2d7a00765e5e7d2705878f07eaeefcbe04b989da289889cd26dc56dc7a,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0019,test2026/test/anomaly_id_01_00000018.wav,,SESSION-0019,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000018.wav,6121ce165492730598fe0206e9526e68f00573f1e71ac5f942356ba7b020c135,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0020,test2026/test/anomaly_id_01_00000019.wav,,SESSION-0020,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000019.wav,90cd10a9c1b4e7763cc9f3fc813d3f57f51fd64de6ad3ddc5cad2024821225a4,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0021,test2026/test/anomaly_id_01_00000020.wav,,SESSION-0021,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000020.wav,5c439a8e924b881e1e8c04e88a074d3209fab8a2bd0dc96b11fb900ece9417eb,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0022,test2026/test/anomaly_id_01_00000021.wav,,SESSION-0022,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000021.wav,84f21953b3c5e034703931c0fac163d3eb97c432a03941f74e2b410bee8f20e8,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0023,test2026/test/anomaly_id_01_00000022.wav,,SESSION-0023,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000022.wav,ac0bca18501968e8fd20ae9019cd46f62d9769e6960abfe386ff0812be32d703,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0024,test2026/test/anomaly_id_01_00000023.wav,,SESSION-0024,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000023.wav,4a7f1a3411a8e1c05e62892345b03d170213f13e081b384cffaaf40b2ad6eda4,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0025,test2026/test/anomaly_id_01_00000024.wav,,SESSION-0025,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000024.wav,a51796807f4fd736ae8aa7b5738835150eb159bc24e65c4f87cfe1721677c485,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0026,test2026/test/anomaly_id_01_00000025.wav,,SESSION-0026,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000025.wav,f05aa16257f81b63d9904419d0fd01c11736aeaedafa786d1183d266819cbe57,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0027,test2026/test/anomaly_id_01_00000026.wav,,SESSION-0027,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000026.wav,1f4a9afcbb4195dc5a7e9cca9276398cae8c1295cc08d0b4f3b7e3024d409f4d,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0028,test2026/test/anomaly_id_01_00000027.wav,,SESSION-0028,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000027.wav,6933178a73c3e450c46a727ad336722ad725d9d52ba01aa6ee38213f59641851,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0029,test2026/test/anomaly_id_01_00000028.wav,,SESSION-0029,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000028.wav,b4e65c89862af2dee8eb2901965c31db47c24a8e9ad66d74ffb94982cba313ca,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0030,test2026/test/anomaly_id_01_00000029.wav,,SESSION-0030,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000029.wav,269e3c50163169888c13addb14363c6e9e37313204aa4a1ccdd17e01f66bde4a,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0031,test2026/test/anomaly_id_01_00000030.wav,,SESSION-0031,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000030.wav,5a11c60ecd4b80679bd96dfffaf70942dfe095f2a1bb33707a730c08ebb01e42,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0032,test2026/test/anomaly_id_01_00000031.wav,,SESSION-0032,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000031.wav,65b15f3d075f84c6ee4d0e89545c741dce63a7afb14cf544ab336a3d54f19db6,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0033,test2026/test/anomaly_id_01_00000032.wav,,SESSION-0033,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000032.wav,3c5882c6f5c55a142e5e6ec2b75c3638dbab530505edaf51a00f8453f5943d1c,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0034,test2026/test/anomaly_id_01_00000033.wav,,SESSION-0034,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000033.wav,a5b950fadf7a0881744c5514c567b315824ddf54d19a96536bbe2cf667e2f4ed,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0035,test2026/test/anomaly_id_01_00000034.wav,,SESSION-0035,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000034.wav,60a1e154296f2f1623adb297b7c2d1162dd0bd58d5bb4f2b2e87beae92056d9d,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0036,test2026/test/anomaly_id_01_00000035.wav,,SESSION-0036,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000035.wav,7a5f1b2fbdd708b6f95b7df6c94cb45f3b7c6a3afa1848bf9f9ae7f771385a22,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0037,test2026/test/anomaly_id_01_00000036.wav,,SESSION-0037,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000036.wav,9e72de06c87015686c9a69c64a325af18985a72ff5d1766253b01a48e59421b9,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0038,test2026/test/anomaly_id_01_00000037.wav,,SESSION-0038,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000037.wav,9257fb879f6597b6af7676568a5e974bf0de7c78dcf900034c50c9b3e129805f,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0039,test2026/test/anomaly_id_01_00000038.wav,,SESSION-0039,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000038.wav,ea5e97262b745e5e7366f9a9a22eaa2959f2f016ab1397e8e3cfb60d4e455380,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0040,test2026/test/anomaly_id_01_00000039.wav,,SESSION-0040,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000039.wav,905359bfc99bc908bfbc14639b7e6e780ae3969be8b84103890504761c8baf6e,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0041,test2026/test/anomaly_id_01_00000040.wav,,SESSION-0041,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000040.wav,a592b6d85f03a9b0c0ddcb4592806f311222ef8d6f5325d54507e7c782a908c3,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0042,test2026/test/anomaly_id_01_00000041.wav,,SESSION-0042,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000041.wav,6eb00d8dbdda90d1d8e3299a607f87dedaa68ceac23f88609f0d9916e47d18c3,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0043,test2026/test/anomaly_id_01_00000042.wav,,SESSION-0043,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000042.wav,bbe12d323c81f118ec1aff8a30c75bc08686d021ecc1d8ba856282d1dc052985,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0044,test2026/test/anomaly_id_01_00000043.wav,,SESSION-0044,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000043.wav,142f63ece71ad570674bc561ab6fa0df7697bf851e72e144583bfd0f77c1920b,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0045,test2026/test/anomaly_id_01_00000044.wav,,SESSION-0045,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000044.wav,1b7e8cf77e41d26823d700b7b690ba630fdd232b8846e22b673d16e1c8c9c8e1,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0046,test2026/test/anomaly_id_01_00000045.wav,,SESSION-0046,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000045.wav,21b29e41dc9f96f260613f97bfd76d37926940fb55e46226d61919704e56f47d,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0047,test2026/test/anomaly_id_01_00000046.wav,,SESSION-0047,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000046.wav,c05ca462e03a76665f70a5b66bde3ef613762280b300362dac82afe224eb452f,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0048,test2026/test/anomaly_id_01_00000047.wav,,SESSION-0048,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000047.wav,b32ccdaaba32ffd7a6f4f7d0c6c7922ce1d021e94e1c684524f8b9a21fac486a,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0049,test2026/test/anomaly_id_01_00000048.wav,,SESSION-0049,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000048.wav,09712e5772db7b5a259bd48fcd41275267dbea0702087499c4ca496a26cdf48d,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0050,test2026/test/anomaly_id_01_00000049.wav,,SESSION-0050,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000049.wav,50b4fb246e861137a96f0c0317cdef60f29581193051d9b3fdfcbe436f052535,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0051,test2026/test/anomaly_id_01_00000050.wav,,SESSION-0051,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000050.wav,43b1d40f400d1c4bfb7c92a25495c1b1ce00ede6993a12b339a368e1de08b66e,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0052,test2026/test/anomaly_id_01_00000051.wav,,SESSION-0052,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000051.wav,4c219f6b05414a74fc1cd3f1c29c24ebb10da68e9c6cf7a71881766040811074,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0053,test2026/test/anomaly_id_01_00000052.wav,,SESSION-0053,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000052.wav,18be00e1e8a82eb9cbcac4da5b3acc0f1e101c179098b9afa5bb6c85cc82d683,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0054,test2026/test/anomaly_id_01_00000053.wav,,SESSION-0054,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000053.wav,b28802ae8704b0f87a711d0d07eea6b50fdd197836115d23c054c1b140a71678,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0055,test2026/test/anomaly_id_01_00000054.wav,,SESSION-0055,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000054.wav,d6abfaee4dd7a3fcc577f9cb94cf0bab003c8da13e02dd6ee098a73a8752ac38,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0056,test2026/test/anomaly_id_01_00000055.wav,,SESSION-0056,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000055.wav,7eb547c5a7bc70cd62eea5aade5b8db7c7336197619d0ceee5c7ebd55ff5a740,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0057,test2026/test/anomaly_id_01_00000056.wav,,SESSION-0057,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000056.wav,83b338fe04e8842915cce5b116771a7ed70f0d6bac83e55ca72b96dab81ba4c6,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0058,test2026/test/anomaly_id_01_00000057.wav,,SESSION-0058,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000057.wav,d6875dd4b55409a34767218c24bcbba3210a0ad1f45673aff48c3d15dd285382,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0059,test2026/test/anomaly_id_01_00000058.wav,,SESSION-0059,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000058.wav,013c844c793d5e3f4aa7cf7e207f04621b3a333b4eb52ff92188ca8574897f94,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0060,test2026/test/anomaly_id_01_00000059.wav,,SESSION-0060,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000059.wav,47077a9fbe4b7a8b904744bc5eab582f8c195437003ff628244fa782ed3bc969,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0061,test2026/test/anomaly_id_01_00000060.wav,,SESSION-0061,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000060.wav,77a46136d1b9cbc22437e1b3b77cc1dcb04d16818475c17d1ce73c046dfb7b49,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0062,test2026/test/anomaly_id_01_00000061.wav,,SESSION-0062,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000061.wav,6df3927cddc12dcb3ca9ee326ed479ab0072ec98083a361851e023af014fd1bc,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0063,test2026/test/anomaly_id_01_00000062.wav,,SESSION-0063,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000062.wav,23e7c1d5896aa1eb33f711f8cd01f5d5d62574935725c14605582c77d8aecb20,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0064,test2026/test/anomaly_id_01_00000063.wav,,SESSION-0064,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000063.wav,24071982cd55b697c3f15d9183070aae830f6193389c85915ae4f03efd244af1,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0065,test2026/test/anomaly_id_01_00000064.wav,,SESSION-0065,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000064.wav,afe98b419d5a1de5786d2923491c2a88fdc5d1e09c5890ee7ad5b9853ff158db,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0066,test2026/test/anomaly_id_01_00000065.wav,,SESSION-0066,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000065.wav,dc37b93ee82f793ecfd92ab62df2aec8444257f986ded81ef04b3e4d116b07b0,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0067,test2026/test/anomaly_id_01_00000066.wav,,SESSION-0067,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000066.wav,7023bafa239969eb7d29dd590b81364069bd57dfc81e382cbb05e7b2044df5de,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0068,test2026/test/anomaly_id_01_00000067.wav,,SESSION-0068,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000067.wav,7d85898e8092a2565aae23d16bb79ba3ebac63f2cc9c11cacc976ada94349c2f,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0069,test2026/test/anomaly_id_01_00000068.wav,,SESSION-0069,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000068.wav,0c6dcafb564814e54feeca4ee4f612e637df9d6a8ef6ea688b8f1ae83f178b09,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0070,test2026/test/anomaly_id_01_00000069.wav,,SESSION-0070,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000069.wav,1c6be8d827d8ae177cb13055fbbfdd07286225597d57bfed5e1d9726b2ab728e,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0071,test2026/test/anomaly_id_01_00000070.wav,,SESSION-0071,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000070.wav,bf937bca90bf9ba7b8140e295182a510458458164e39200e2aeaafb9d1e3cc43,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0072,test2026/test/anomaly_id_01_00000071.wav,,SESSION-0072,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000071.wav,bf60f0a479312f202068e9041c5657a3f187e1108386848ab9c8826156981802,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0073,test2026/test/anomaly_id_01_00000072.wav,,SESSION-0073,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000072.wav,3a3a8ea307a942fd309a011bba906b3528cfba6fe6252008afef8b70117556be,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
