sample_id,file_name,recorded_at,conveyor_id,plant_id,operator_id_or_code,fault_label,fault_severity,label_confidence,belt_speed_mps,load_condition,material_type,microphone_position,microphone_device,phone_model,ambient_noise,weather_or_environment,maintenance_state,technician_reviewer,safety_approval,notes
SAMPLE-0138,test2026/test/anomaly_id_01_00000137.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0139,test2026/test/anomaly_id_01_00000138.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0140,test2026/test/anomaly_id_01_00000139.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0141,test2026/test/anomaly_id_01_00000140.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0142,test2026/test/anomaly_id_01_00000141.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0143,test2026/test/anomaly_id_01_00000142.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0144,test2026/test/anomaly_id_01_00000143.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0145,test2026/test/anomaly_id_01_00000144.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0146,test2026/test/anomaly_id_01_00000145.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0147,test2026/test/anomaly_id_01_00000146.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0148,test2026/test/anomaly_id_01_00000147.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0149,test2026/test/anomaly_id_01_00000148.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0150,test2026/test/anomaly_id_01_00000149.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0151,test2026/test/anomaly_id_01_00000150.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0152,test2026/test/anomaly_id_01_00000151.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0153,test2026/test/anomaly_id_01_00000152.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0154,test2026/test/anomaly_id_01_00000153.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0155,test2026/test/anomaly_id_01_00000154.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0156,test2026/test/anomaly_id_01_00000155.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0157,test2026/test/anomaly_id_01_00000156.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0158,test2026/test/anomaly_id_01_00000157.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0159,test2026/test/anomaly_id_01_00000158.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0160,test2026/test/anomaly_id_01_00000159.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0161,test2026/test/anomaly_id_01_00000160.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0162,test2026/test/anomaly_id_01_00000161.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0163,test2026/test/anomaly_id_01_00000162.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0164,test2026/test/anomaly_id_01_00000163.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0165,test2026/test/anomaly_id_01_00000164.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0166,test2026/test/anomaly_id_01_00000165.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0167,test2026/test/anomaly_id_01_00000166.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0168,test2026/test/anomaly_id_01_00000167.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0169,test2026/test/anomaly_id_01_00000168.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0170,test2026/test/anomaly_id_01_00000169.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0171,test2026/test/anomaly_id_01_00000170.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0172,test2026/test/anomaly_id_01_00000171.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0173,test2026/test/anomaly_id_01_00000172.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0174,test2026/test/anomaly_id_01_00000173.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0175,test2026/test/anomaly_id_01_00000174.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0176,test2026/test/anomaly_id_01_00000175.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0177,test2026/test/anomaly_id_01_00000176.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0178,test2026/test/anomaly_id_01_00000177.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0179,test2026/test/anomaly_id_01_00000178.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0180,test2026/test/anomaly_id_01_00000179.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0181,test2026/test/anomaly_id_01_00000180.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0182,test2026/test/anomaly_id_01_00000181.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0183,test2026/test/anomaly_id_01_00000182.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0184,test2026/test/anomaly_id_01_00000183.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0185,test2026/test/anomaly_id_01_00000184.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0186,test2026/test/anomaly_id_01_00000185.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0187,test2026/test/anomaly_id_01_00000186.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0188,test2026/test/anomaly_id_01_00000187.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0189,test2026/test/anomaly_id_01_00000188.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0190,test2026/test/anomaly_id_01_00000189.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0191,test2026/test/anomaly_id_01_00000190.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0192,test2026/test/anomaly_id_01_00000191.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0193,test2026/test/anomaly_id_01_00000192.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0194,test2026/test/anomaly_id_01_00000193.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0195,test2026/test/anomaly_id_01_00000194.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0196,test2026/test/anomaly_id_01_00000195.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0197,test2026/test/anomaly_id_01_00000196.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0198,test2026/test/anomaly_id_01_00000197.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0199,test2026/test/anomaly_id_01_00000198.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0200,test2026/test/anomaly_id_01_00000199.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0201,test2026/test/anomaly_id_01_00000200.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0202,test2026/test/anomaly_id_01_00000201.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0203,test2026/test/anomaly_id_01_00000202.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0204,test2026/test/anomaly_id_01_00000203.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0205,test2026/test/anomaly_id_01_00000204.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0206,test2026/test/anomaly_id_01_00000205.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0207,test2026/test/anomaly_id_01_00000206.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0208,test2026/test/anomaly_id_01_00000207.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0209,test2026/test/anomaly_id_01_00000208.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0210,test2026/test/anomaly_id_01_00000209.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0211,test2026/test/anomaly_id_01_00000210.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0212,test2026/test/anomaly_id_01_00000211.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0213,test2026/test/anomaly_id_01_00000212.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0214,test2026/test/anomaly_id_01_00000213.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0215,test2026/test/anomaly_id_01_00000214.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0216,test2026/test/anomaly_id_01_00000215.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0217,test2026/test/anomaly_id_01_00000216.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0218,test2026/test/anomaly_id_01_00000217.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0219,test2026/test/anomaly_id_01_00000218.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0220,test2026/test/anomaly_id_01_00000219.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0221,test2026/test/anomaly_id_01_00000220.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0222,test2026/test/anomaly_id_01_00000221.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0223,test2026/test/anomaly_id_01_00000222.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0224,test2026/test/anomaly_id_01_00000223.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0225,test2026/test/anomaly_id_01_00000224.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0226,test2026/test/anomaly_id_01_00000225.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0227,test2026/test/anomaly_id_01_00000226.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0228,test2026/test/anomaly_id_01_00000227.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0229,test2026/test/anomaly_id_01_00000228.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0230,test2026/test/anomaly_id_01_00000229.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0231,test2026/test/anomaly_id_01_00000230.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0232,test2026/test/anomaly_id_01_00000231.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0233,test2026/test/anomaly_id_01_00000232.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0234,test2026/test/anomaly_id_01_00000233.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0235,test2026/test/anomaly_id_01_00000234.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0236,test2026/test/anomaly_id_01_00000235.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0237,test2026/test/anomaly_id_01_00000236.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0238,test2026/test/anomaly_id_01_00000237.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0239,test2026/test/anomaly_id_01_00000238.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0240,test2026/test/anomaly_id_01_00000239.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0241,test2026/test/anomaly_id_01_00000240.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0242,test2026/test/anomaly_id_01_00000241.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0243,test2026/test/anomaly_id_01_00000242.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0244,test2026/test/anomaly_id_01_00000243.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0245,test2026/test/anomaly_id_01_00000244.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0246,test2026/test/anomaly_id_01_00000245.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0247,test2026/test/anomaly_id_01_00000246.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0248,test2026/test/anomaly_id_01_00000247.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0249,test2026/test/anomaly_id_01_00000248.wav,,,,,normal,none,high,,,,,,,,,,,,
